material_id,bulk_modulus_vrh
mp-1025293,144.791
mp-1025296,154.449
mp-1025301,163.164
mp-1025302,148.263
mp-1025304,112.537
mp-1025306,197.309
mp-1025309,165.622
mp-1025311,183.707
mp-1025315,27.918
mp-1025323,160.099
mp-1025324,201.214
mp-1025335,98.232
mp-1025338,36.339
mp-1025339,124.98
mp-1025346,152.092
mp-1025348,145.845
mp-1025354,131.673
mp-1025356,194.2
mp-1025360,59.913
mp-1025365,118.477
mp-1025370,198.864
mp-1025372,155.926
mp-1025375,85.957
mp-1025377,10.114
mp-1025379,160.424
mp-1025390,87.646
mp-1025393,116.907
mp-1025396,18.062
mp-1025409,110.101
mp-1025413,132.143
mp-1025415,143.898
mp-1025420,101.226
mp-1025431,97.549
mp-1025448,102.153
mp-1025456,56.574
mp-1025478,101.371
mp-1025497,174.748
mp-1025504,100.012
mp-1025524,115.186
mp-1025526,112.13
mp-1025549,19.502
mp-1025550,157.125
mp-1025551,167.158
mp-1025552,103.459
mp-1025554,91.203
mp-1025557,212.426
mp-1029251,104.541
mp-1029258,122.599
mp-1029262,152.958
mp-1029267,159.589
mp-1029293,105.401
mp-1029312,39.935
mp-1029330,159.176
mp-1029338,147.437
mp-1029347,66.018
mp-1029349,67.613
mp-1029359,167.939
mp-1029368,128.676
mp-1029378,114.786
mp-1029385,112.952
mp-1029396,114.728
mp-1029404,135.298
mp-1029422,138.984
mp-1029424,134.345
mp-1029442,122.385
mp-1029448,70.247
mp-1029457,94.162
mp-1029469,131.461
mp-1029474,79.323
mp-1029498,84.311
mp-1029520,124.288
mp-1029522,75.104
mp-1029531,58.683
mp-1029532,74.548
mp-1029537,44.581
mp-1029562,85.511
mp-1029573,37.747
mp-1029580,71.003
mp-1029592,80.904
mp-1029633,95.413
mp-1029640,48.894
mp-1029652,141.881
mp-1029659,71.871
mp-1029660,86.996
mp-1029699,17.81
mp-1029730,88.682
mp-1029733,104.031
mp-1029739,76.66
mp-1029741,65.898
mp-1029750,61.376
mp-1029776,83.069
mp-1029784,25.925
mp-1029791,119.793
mp-1029799,72.97
mp-1029826,84.062
mp-1029868,81.348
mp-1029903,110.992
mp-1029921,112.618
mp-1029932,80.75
mp-1029943,79.585
mp-1047156,63.223
mp-1057286,8.987
mp-1064554,111.998
mp-1064719,67.304
mp-1069604,103.918
mp-1070857,167.643
mp-1070859,151.371
mp-1071448,87.707
mp-1072922,60.169
mp-1077102,61.628
mp-1077929,124.285
mp-1078253,273.514
mp-1078278,274.936
mp-1078464,142.529
mp-1078497,69.78
mp-1079239,55.737
mp-1079348,338.097
mp-1079630,140.02
mp-1079896,56.915
mp-1080664,304.935
mp-1087505,201.105
mp-1095505,173.577
mp-1095591,85.104
mp-1102078,130.886
mp-1102585,276.868
mp-1102762,79.756
mp-1103697,50.704
mp-1104008,60.633
mp-1105147,138.817
mp-1105839,203.871
mp-1106404,216.78
mp-1186901,364.898
mp-1186902,365.406
mp-1186923,328.997
mp-1188441,141.045
mp-1189451,310.237
mp-1191390,181.007
mp-1191630,223.874
mp-1196116,226.401
mp-1206441,277.143
mp-1210846,218.149
mp-1215209,268.949
mp-1215211,260.513
mp-1216692,268.26
mp-1217363,306.075
mp-1217898,276.819
mp-1217965,296.676
mp-1217975,266.336
mp-1219509,385.891
mp-1219553,11.822
mp-1219652,19.292
mp-1220023,355.651
mp-1221519,353.135
mp-1224283,277.689
mp-1225884,10.872
mp-1226195,17.551
mp-1226352,307.831
mp-1228631,320.077
mp-1238815,238.023
mp-2,166.982
mp-13,207.093
mp-18,38.449
mp-19,19.355
mp-23,173.808
mp-26,25.86
mp-28,39.338
mp-30,151.394
mp-32,57.916
mp-33,310.062
mp-37,55.005
mp-44,147.81
mp-45,17.224
mp-49,400.41
mp-67,54.533
mp-69,36.692
mp-72,112.881
mp-74,252.9
mp-75,172.05
mp-82,26.378
mp-85,35.245
mp-87,120.019
mp-88,40.246
mp-90,233.652
mp-91,302.264
mp-94,41.91
mp-101,345.128
mp-102,200.587
mp-103,108.287
mp-104,32.445
mp-112,41.717
mp-113,296.007
mp-117,35.858
mp-122,8.934
mp-123,33.844
mp-126,248.014
mp-129,262.529
mp-131,93.831
mp-139,11.529
mp-142,50.024
mp-143,45.516
mp-144,43.126
mp-146,181.232
mp-149,88.916
mp-153,36.448
mp-160,210.223
mp-171,217.129
mp-173,110.784
mp-182,41.237
mp-189,203.638
mp-191,106.896
mp-193,105.707
mp-195,174.749
mp-196,124.129
mp-214,180.261
mp-215,57.085
mp-218,130.35
mp-219,219.328
mp-224,28.304
mp-227,104.928
mp-229,209.808
mp-232,112.175
mp-239,33.079
mp-241,95.332
mp-242,144.836
mp-246,102.198
mp-252,56.315
mp-255,17.221
mp-256,121.33
mp-259,224.498
mp-265,323.564
mp-266,123.894
mp-274,96.984
mp-276,119.456
mp-279,141.786
mp-284,178.781
mp-288,131.19
mp-291,248.343
mp-292,195.129
mp-295,77.463
mp-300,158.564
mp-303,47.618
mp-305,198.715
mp-306,33.164
mp-309,83.938
mp-314,85.628
mp-315,67.722
mp-316,243.086
mp-317,140.398
mp-318,146.445
mp-328,117.807
mp-331,78.486
mp-335,47.617
mp-341,31.019
mp-342,60.983
mp-343,133.177
mp-348,97.651
mp-349,52.419
mp-350,68.334
mp-351,164.819
mp-352,204.904
mp-355,64.481
mp-357,120.483
mp-361,111.715
mp-362,126.928
mp-363,144.24
mp-364,194.408
mp-365,158.697
mp-372,237.489
mp-375,153.034
mp-376,56.073
mp-377,122.628
mp-384,57.463
mp-390,184.247
mp-395,102.705
mp-397,38.647
mp-399,45.176
mp-400,72.11
mp-401,55.932
mp-406,35.041
mp-408,49.429
mp-417,183.708
mp-419,154.194
mp-422,92.273
mp-423,152.76
mp-427,160.334
mp-428,38.445
mp-429,144.695
mp-433,64.494
mp-436,101.019
mp-437,81.405
mp-438,74.377
mp-441,11.393
mp-443,65.801
mp-450,286.562
mp-452,108.351
mp-454,39.224
mp-458,214.394
mp-460,50.277
mp-463,29.839
mp-464,82.998
mp-467,147.036
mp-468,39.119
mp-470,202.915
mp-471,36.727
mp-477,71.852
mp-481,198.156
mp-484,15.222
mp-485,173.5
mp-492,278.511
mp-495,68.978
mp-496,58.246
mp-503,118.095
mp-514,110.274
mp-516,63.1
mp-522,138.201
mp-527,19.668
mp-538,34.318
mp-539,31.225
mp-541,187.381
mp-542,27.259
mp-546,156.517
mp-549,65.333
mp-556,139.087
mp-559,124.541
mp-560,105.164
mp-562,105.593
mp-564,97.958
mp-568,89.181
mp-570,58.456
mp-572,51.061
mp-574,213.632
mp-576,223.146
mp-578,82.611
mp-582,195.743
mp-592,215.387
mp-601,75.919
mp-602,16.944
mp-606,100.456
mp-613,106.336
mp-615,41.771
mp-625,105.762
mp-627,76.476
mp-631,251.478
mp-633,56.392
mp-635,185.005
mp-637,177.419
mp-643,188.295
mp-645,85.585
mp-646,47.806
mp-648,28.189
mp-649,263.838
mp-650,142.084
mp-656,104.585
mp-657,47.078
mp-661,194.62
mp-663,71.314
mp-665,11.592
mp-668,69.061
mp-669,86.769
mp-672,53.116
mp-673,124.103
mp-674,109.965
mp-675,213.964
mp-679,145.923
mp-682,46.136
mp-691,23.839
mp-692,56.514
mp-694,17.979
mp-696,173.672
mp-700,19.51
mp-706,31.037
mp-708,66.566
mp-710,80.277
mp-718,145.871
mp-720,6.828
mp-721,54.797
mp-725,234.909
mp-726,17.612
mp-728,50.698
mp-729,246.829
mp-730,175.121
mp-736,39.519
mp-738,72.555
mp-739,139.085
mp-742,130.928
mp-743,17.987
mp-744,88.424
mp-747,103.144
mp-749,145.3
mp-753,47.732
mp-756,79.498
mp-757,34.809
mp-759,49.613
mp-760,125.468
mp-763,147.434
mp-766,150.88
mp-767,43.833
mp-771,122.529
mp-776,45.631
mp-782,53.053
mp-786,56.824
mp-790,182.998
mp-793,40.597
mp-797,127.136
mp-800,175.007
mp-804,172.144
mp-810,108.123
mp-811,147.734
mp-814,81.802
mp-817,46.269
mp-818,195.549
mp-823,351.113
mp-825,252.231
mp-827,20.517
mp-828,209.083
mp-833,93.613
mp-834,176.864
mp-836,57.624
mp-839,186.748
mp-840,146.007
mp-841,72.65
mp-842,132.905
mp-844,67.434
mp-850,142.02
mp-851,95.906
mp-853,151.736
mp-856,171.933
mp-858,83.144
mp-865,146.893
mp-867,59.501
mp-869,132.414
mp-871,201.745
mp-872,28.386
mp-877,55.971
mp-879,50.175
mp-881,54.061
mp-883,167.77
mp-884,81.814
mp-886,155.545
mp-888,46.134
mp-890,183.307
mp-892,137.028
mp-894,174.196
mp-905,102.112
mp-909,7.518
mp-915,56.99
mp-919,65.126
mp-921,152.291
mp-922,227.99
mp-927,87.682
mp-931,112.228
mp-932,73.065
mp-933,75.352
mp-936,60.904
mp-938,33.016
mp-945,216.646
mp-946,179.692
mp-947,66.577
mp-949,218.25
mp-950,64.356
mp-951,144.079
mp-952,271.801
mp-953,118.284
mp-954,141.127
mp-959,61.963
mp-971,27.218
mp-975,5.548
mp-977,54.557
mp-979,81.547
mp-980,120.789
mp-981,65.882
mp-982,132.296
mp-985,74.896
mp-987,116.179
mp-988,234.569
mp-990,100.832
mp-994,85.85
mp-996,281.2
mp-1000,28.286
mp-1005,207.432
mp-1007,60.478
mp-1020,260.037
mp-1022,18.259
mp-1025,107.422
mp-1027,215.169
mp-1029,54.086
mp-1031,53.093
mp-1037,181.498
mp-1038,91.482
mp-1042,151.342
mp-1044,303.949
mp-1045,124.063
mp-1046,96.844
mp-1048,146.751
mp-1050,119.054
mp-1052,71.011
mp-1053,52.019
mp-1056,141.499
mp-1057,131.24
mp-1059,48.816
mp-1065,49.747
mp-1067,48.228
mp-1070,44.379
mp-1073,31.367
mp-1076,133.72
mp-1077,283.343
mp-1081,97.046
mp-1086,323.894
mp-1087,48.468
mp-1089,294.735
mp-1093,86.356
mp-1096,87.161
mp-1097,286.134
mp-1099,137.06
mp-1101,79.857
mp-1102,178.449
mp-1105,65.16
mp-1108,303.164
mp-1113,329.552
mp-1114,169.325
mp-1118,191.4
mp-1121,173.828
mp-1123,50.248
mp-1124,63.27
mp-1127,156.601
mp-1128,215.0
mp-1129,166.725
mp-1132,127.369
mp-1138,69.649
mp-1140,101.881
mp-1143,231.003
mp-1145,254.22
mp-1146,90.46
mp-1150,214.274
mp-1152,228.591
mp-1153,40.49
mp-1156,44.793
mp-1158,134.504
mp-1164,97.603
mp-1167,4.638
mp-1168,11.773
mp-1169,86.854
mp-1170,13.762
mp-1172,115.355
mp-1179,152.06
mp-1186,19.062
mp-1187,203.203
mp-1189,73.605
mp-1190,56.491
mp-1194,139.891
mp-1199,41.356
mp-1201,19.094
mp-1208,82.064
mp-1209,71.996
mp-1210,66.397
mp-1211,67.024
mp-1215,183.19
mp-1219,35.919
mp-1220,138.173
mp-1221,184.157
mp-1224,22.392
mp-1229,66.947
mp-1235,227.385
mp-1236,55.86
mp-1239,98.2
mp-1240,99.911
mp-1245,24.67
mp-1247,117.399
mp-1249,92.21
mp-1250,58.376
mp-1253,35.501
mp-1256,74.229
mp-1259,59.791
mp-1260,106.301
mp-1261,37.377
mp-1265,151.45
mp-1266,23.909
mp-1269,90.438
mp-1275,251.363
mp-1278,127.293
mp-1279,306.305
mp-1285,209.304
mp-1291,55.358
mp-1299,206.108
mp-1306,85.595
mp-1307,42.172
mp-1315,74.305
mp-1317,84.037
mp-1321,39.053
mp-1327,37.564
mp-1331,55.449
mp-1332,240.773
mp-1334,59.24
mp-1336,155.722
mp-1340,27.869
mp-1342,68.281
mp-1345,52.775
mp-1346,228.689
mp-1347,108.466
mp-1349,117.262
mp-1352,247.481
mp-1356,87.651
mp-1357,149.168
mp-1358,198.438
mp-1359,258.818
mp-1361,105.86
mp-1364,76.598
mp-1367,54.228
mp-1368,105.749
mp-1377,94.521
mp-1378,40.769
mp-1380,135.455
mp-1385,49.695
mp-1388,154.129
mp-1391,78.406
mp-1395,230.974
mp-1399,92.438
mp-1400,222.256
mp-1401,103.307
mp-1402,110.17
mp-1403,76.96
mp-1405,80.709
mp-1407,74.501
mp-1408,45.593
mp-1409,189.888
mp-1410,163.58
mp-1412,119.611
mp-1413,187.136
mp-1415,47.761
mp-1418,199.381
mp-1424,122.742
mp-1427,156.458
mp-1437,35.162
mp-1438,267.921
mp-1444,35.875
mp-1447,76.17
mp-1451,205.078
mp-1453,73.49
mp-1458,218.977
mp-1463,174.499
mp-1471,100.33
mp-1472,237.763
mp-1474,183.793
mp-1476,99.417
mp-1477,31.472
mp-1479,162.017
mp-1487,157.34
mp-1490,127.118
mp-1491,283.799
mp-1495,202.819
mp-1500,41.171
mp-1501,199.949
mp-1502,129.675
mp-1505,43.263
mp-1509,16.845
mp-1514,210.847
mp-1515,126.046
mp-1518,171.204
mp-1519,37.042
mp-1522,162.063
mp-1523,126.441
mp-1527,84.123
mp-1529,147.522
mp-1534,93.243
mp-1539,94.136
mp-1540,55.065
mp-1541,74.87
mp-1542,163.074
mp-1545,201.402
mp-1546,41.005
mp-1548,37.078
mp-1549,169.757
mp-1550,82.769
mp-1552,295.211
mp-1553,149.455
mp-1555,171.734
mp-1558,80.634
mp-1559,110.105
mp-1560,54.332
mp-1561,80.122
mp-1562,117.752
mp-1563,53.572
mp-1567,154.083
mp-1569,200.504
mp-1571,111.571
mp-1575,58.177
mp-1578,216.564
mp-1585,208.895
mp-1591,159.382
mp-1592,52.909
mp-1597,206.152
mp-1598,24.781
mp-1602,6.09
mp-1604,213.174
mp-1606,176.852
mp-1607,98.016
mp-1610,96.236
mp-1620,219.443
mp-1623,99.884
mp-1630,105.27
mp-1635,40.716
mp-1637,296.64
mp-1640,60.21
mp-1648,98.031
mp-1652,140.545
mp-1664,194.62
mp-1666,96.675
mp-1670,166.177
mp-1672,56.852
mp-1674,71.671
mp-1677,197.598
mp-1682,117.987
mp-1683,15.158
mp-1684,114.545
mp-1687,73.421
mp-1688,79.218
mp-1689,262.427
mp-1692,144.365
mp-1696,111.855
mp-1698,32.734
mp-1702,131.545
mp-1705,125.537
mp-1709,130.716
mp-1711,78.243
mp-1714,182.055
mp-1719,158.704
mp-1722,83.349
mp-1723,88.376
mp-1725,44.942
mp-1730,30.305
mp-1734,59.683
mp-1738,72.532
mp-1743,152.527
mp-1747,13.039
mp-1748,86.452
mp-1751,79.402
mp-1753,100.068
mp-1756,195.95
mp-1762,160.655
mp-1766,102.797
mp-1767,150.148
mp-1769,104.823
mp-1773,337.733
mp-1774,171.507
mp-1775,72.865
mp-1776,256.399
mp-1777,28.204
mp-1779,39.676
mp-1780,138.583
mp-1782,81.738
mp-1784,21.461
mp-1785,54.454
mp-1786,137.742
mp-1787,38.838
mp-1791,131.181
mp-1793,105.452
mp-1798,45.536
mp-1814,52.275
mp-1818,7.258
mp-1819,82.545
mp-1820,62.187
mp-1821,23.208
mp-1822,118.615
mp-1823,113.96
mp-1827,48.048
mp-1831,90.516
mp-1832,178.329
mp-1836,20.394
mp-1837,71.128
mp-1841,298.389
mp-1842,126.155
mp-1849,193.549
mp-1851,130.558
mp-1852,14.284
mp-1854,91.067
mp-1857,31.809
mp-1865,206.53
mp-1867,228.033
mp-1869,150.478
mp-1873,94.832
mp-1878,125.555
mp-1880,13.266
mp-1882,90.279
mp-1883,38.189
mp-1885,229.406
mp-1890,311.129
mp-1894,380.208
mp-1898,89.084
mp-1903,50.737
mp-1907,20.685
mp-1910,146.347
mp-1911,58.694
mp-1913,177.756
mp-1914,73.693
mp-1915,220.866
mp-1918,198.729
mp-1921,83.002
mp-1922,137.146
mp-1924,90.719
mp-1929,174.362
mp-1932,232.709
mp-1934,41.652
mp-1935,21.701
mp-1936,175.774
mp-1937,38.498
mp-1939,123.362
mp-1944,143.928
mp-1948,48.529
mp-1949,181.973
mp-1953,113.483
mp-1955,73.462
mp-1956,76.021
mp-1958,32.317
mp-1959,196.245
mp-1960,78.6
mp-1963,227.229
mp-1968,116.022
mp-1969,96.221
mp-1971,73.432
mp-1973,122.973
mp-1975,172.542
mp-1977,56.558
mp-1979,127.535
mp-1982,132.661
mp-1989,215.33
mp-1990,49.199
mp-1994,252.303
mp-1995,97.481
mp-2000,69.631
mp-2001,44.459
mp-2006,239.084
mp-2008,135.973
mp-2011,99.646
mp-2012,32.253
mp-2014,87.469
mp-2025,130.956
mp-2027,123.98
mp-2030,172.042
mp-2031,135.017
mp-2039,173.191
mp-2050,61.329
mp-2051,67.31
mp-2052,85.701
mp-2053,173.865
mp-2056,105.255
mp-2057,167.701
mp-2058,217.964
mp-2059,161.259
mp-2061,58.019
mp-2062,79.133
mp-2065,60.377
mp-2068,55.159
mp-2070,127.327
mp-2071,64.514
mp-2076,15.882
mp-2077,41.646
mp-2078,127.744
mp-2079,14.668
mp-2082,275.878
mp-2083,110.242
mp-2088,74.275
mp-2090,189.836
mp-2091,257.602
mp-2097,29.755
mp-2102,70.295
mp-2105,143.703
mp-2108,139.791
mp-2114,159.077
mp-2117,157.952
mp-2119,114.409
mp-2120,76.004
mp-2123,174.046
mp-2126,278.691
mp-2130,72.924
mp-2133,128.167
mp-2137,71.061
mp-2142,130.119
mp-2150,28.302
mp-2151,49.768
mp-2152,147.351
mp-2154,69.44
mp-2156,18.003
mp-2159,64.339
mp-2163,113.966
mp-2167,66.847
mp-2170,66.968
mp-2172,67.291
mp-2173,40.395
mp-2176,42.833
mp-2179,228.62
mp-2180,84.365
mp-2183,101.246
mp-2187,90.133
mp-2191,58.352
mp-2199,210.833
mp-2201,46.512
mp-2205,102.592
mp-2207,21.189
mp-2211,219.134
mp-2212,119.727
mp-2213,184.902
mp-2215,77.59
mp-2221,97.936
mp-2225,154.342
mp-2226,91.251
mp-2228,42.316
mp-2231,23.336
mp-2234,69.36
mp-2242,21.382
mp-2251,51.984
mp-2252,191.13
mp-2258,104.875
mp-2260,200.39
mp-2264,80.602
mp-2267,168.393
mp-2268,65.884
mp-2275,4.717
mp-2281,55.79
mp-2283,128.339
mp-2284,30.338
mp-2286,33.677
mp-2291,141.692
mp-2294,150.642
mp-2296,199.918
mp-2297,101.733
mp-2301,125.545
mp-2302,189.638
mp-2303,59.752
mp-2305,349.501
mp-2306,37.949
mp-2311,242.599
mp-2313,38.92
mp-2316,63.975
mp-2317,114.252
mp-2322,79.891
mp-2327,79.295
mp-2331,300.149
mp-2333,115.77
mp-2334,71.228
mp-2338,65.918
mp-2339,157.855
mp-2340,49.866
mp-2343,40.919
mp-2345,143.814
mp-2348,119.202
mp-2349,55.533
mp-2350,83.314
mp-2351,179.331
mp-2352,45.868
mp-2354,118.442
mp-2360,48.071
mp-2364,206.71
mp-2367,92.301
mp-2369,97.577
mp-2370,139.425
mp-2371,13.543
mp-2379,173.636
mp-2381,114.582
mp-2384,71.271
mp-2391,107.848
mp-2393,46.531
mp-2399,65.407
mp-2402,17.961
mp-2403,169.488
mp-2404,55.931
mp-2410,60.814
mp-2413,43.376
mp-2422,74.361
mp-2426,41.392
mp-2430,108.179
mp-2431,47.25
mp-2434,25.126
mp-2444,179.773
mp-2450,37.561
mp-2455,166.406
mp-2459,35.186
mp-2462,99.806
mp-2465,172.498
mp-2466,103.81
mp-2470,96.9
mp-2472,84.99
mp-2474,65.962
mp-2481,56.418
mp-2484,57.389
mp-2488,209.102
mp-2489,178.518
mp-2490,76.335
mp-2491,83.657
mp-2493,143.06
mp-2495,84.639
mp-2499,32.012
mp-2500,112.579
mp-2507,18.273
mp-2509,170.311
mp-2512,151.799
mp-2513,136.486
mp-2515,231.851
mp-2516,60.055
mp-2520,62.342
mp-2524,70.177
mp-2525,54.408
mp-2529,138.487
mp-2530,26.076
mp-2532,57.203
mp-2534,60.742
mp-2536,238.119
mp-2540,254.937
mp-2542,208.037
mp-2548,71.138
mp-2554,122.019
mp-2558,36.23
mp-2563,93.807
mp-2567,192.13
mp-2572,25.64
mp-2578,57.823
mp-2580,263.884
mp-2583,187.501
mp-2592,205.746
mp-2596,151.141
mp-2598,105.592
mp-2602,71.185
mp-2604,37.266
mp-2605,105.841
mp-2606,99.329
mp-2615,49.02
mp-2616,192.353
mp-2618,74.554
mp-2621,69.968
mp-2624,49.576
mp-2627,76.57
mp-2634,312.566
mp-2636,216.967
mp-2637,78.292
mp-2640,76.698
mp-2642,73.469
mp-2643,132.608
mp-2645,131.006
mp-2647,104.282
mp-2652,138.413
mp-2658,170.575
mp-2659,35.899
mp-2661,44.145
mp-2662,173.538
mp-2663,203.6
mp-2667,10.059
mp-2672,32.413
mp-2677,143.721
mp-2678,241.671
mp-2680,181.75
mp-2682,104.082
mp-2684,73.518
mp-2685,114.745
mp-2686,33.874
mp-2689,117.852
mp-2694,64.416
mp-2695,128.863
mp-2696,63.271
mp-2697,71.147
mp-2698,84.831
mp-2699,62.216
mp-2706,36.861
mp-2713,140.411
mp-2715,121.796
mp-2720,151.763
mp-2723,269.435
mp-2724,59.906
mp-2725,196.495
mp-2728,265.335
mp-2730,34.16
mp-2731,97.756
mp-2732,223.688
mp-2733,142.751
mp-2738,78.297
mp-2741,80.16
mp-2744,79.812
mp-2747,126.101
mp-2748,62.335
mp-2749,124.06
mp-2750,42.043
mp-2758,41.256
mp-2760,235.464
mp-2762,196.294
mp-2767,116.187
mp-2772,113.59
mp-2773,196.762
mp-2775,54.006
mp-2776,65.975
mp-2778,68.602
mp-2781,110.671
mp-2783,214.601
mp-2784,19.229
mp-2786,27.439
mp-2789,5.601
mp-2793,9.015
mp-2795,219.051
mp-2797,108.45
mp-2800,129.573
mp-2802,198.115
mp-2807,90.559
mp-2809,16.114
mp-2811,332.975
mp-2822,84.968
mp-2823,78.398
mp-2824,157.601
mp-2825,129.717
mp-2826,76.765
mp-2828,270.382
mp-2832,55.481
mp-2838,183.584
mp-2847,180.963
mp-2850,311.334
mp-2856,123.19
mp-2857,200.491
mp-2858,183.109
mp-2863,41.295
mp-2877,115.656
mp-2879,137.515
mp-2892,97.689
mp-2893,153.451
mp-2894,88.353
mp-2895,119.124
mp-2906,151.827
mp-2909,87.429
mp-2914,122.782
mp-2917,119.315
mp-2924,131.02
mp-2927,59.483
mp-2931,110.301
mp-2932,156.022
mp-2933,212.95
mp-2935,61.01
mp-2947,205.017
mp-2949,80.39
mp-2955,69.146
mp-2958,180.481
mp-2960,148.752
mp-2961,72.206
mp-2965,123.478
mp-2967,125.812
mp-2979,161.837
mp-2988,81.563
mp-2991,35.463
mp-2997,181.305
mp-3006,5.487999999999999
mp-3011,145.97
mp-3015,80.4
mp-3018,118.634
mp-3020,167.842
mp-3031,58.4
mp-3032,16.78
mp-3034,76.205
mp-3035,142.193
mp-3038,31.433
mp-3040,205.718
mp-3048,126.252
mp-3050,170.395
mp-3055,199.655
mp-3061,145.7
mp-3078,58.932
mp-3081,214.562
mp-3088,165.301
mp-3092,223.115
mp-3093,225.055
mp-3094,83.129
mp-3097,152.124
mp-3098,178.355
mp-3102,39.914
mp-3104,100.324
mp-3108,158.887
mp-3109,70.542
mp-3128,124.346
mp-3138,18.677
mp-3142,3.748
mp-3144,141.033
mp-3155,174.3
mp-3158,79.179
mp-3159,31.918
mp-3161,63.069
mp-3163,133.913
mp-3164,51.775
mp-3166,183.234
mp-3183,183.388
mp-3186,222.108
mp-3190,120.929
mp-3194,86.815
mp-3201,67.604
mp-3203,146.512
mp-3207,62.062
mp-3208,52.592
mp-3210,91.812
mp-3211,107.491
mp-3216,132.436
mp-3218,134.258
mp-3223,230.004
mp-3236,104.958
mp-3239,131.977
mp-3241,77.539
mp-3264,115.166
mp-3271,153.159
mp-3274,165.803
mp-3277,52.254
mp-3281,159.267
mp-3283,40.207
mp-3286,72.027
mp-3292,113.474
mp-3299,94.787
mp-3301,133.933
mp-3315,161.478
mp-3329,112.504
mp-3340,203.111
mp-3346,80.205
mp-3348,163.719
mp-3349,139.441
mp-3359,96.443
mp-3363,105.02
mp-3370,164.271
mp-3372,25.157
mp-3378,155.349
mp-3384,173.762
mp-3385,103.811
mp-3388,326.477
mp-3390,118.289
mp-3397,64.743
mp-3398,74.964
mp-3400,141.054
mp-3402,38.078
mp-3405,152.126
mp-3411,34.649
mp-3412,85.94
mp-3415,133.202
mp-3416,50.993
mp-3432,103.751
mp-3433,90.883
mp-3437,137.291
mp-3441,151.48
mp-3444,138.466
mp-3448,74.789
mp-3455,151.308
mp-3456,119.971
mp-3464,232.733
mp-3466,184.409
mp-3469,145.512
mp-3471,136.781
mp-3472,38.265
mp-3486,19.885
mp-3488,97.103
mp-3489,118.239
mp-3494,101.993
mp-3503,84.394
mp-3507,136.258
mp-3513,87.583
mp-3515,153.952
mp-3519,130.347
mp-3521,28.014
mp-3522,66.779
mp-3524,135.35
mp-3527,50.007
mp-3532,62.714
mp-3536,182.861
mp-3553,27.321
mp-3556,127.607
mp-3569,100.469
mp-3576,172.836
mp-3579,83.522
mp-3582,157.751
mp-3584,114.656
mp-3585,145.667
mp-3587,151.528
mp-3589,59.735
mp-3591,174.728
mp-3595,66.291
mp-3602,92.48
mp-3605,142.488
mp-3613,46.984
mp-3614,188.716
mp-3618,110.477
mp-3623,188.169
mp-3637,131.718
mp-3638,80.272
mp-3640,218.334
mp-3642,137.545
mp-3650,41.391
mp-3654,48.191
mp-3657,206.714
mp-3666,121.383
mp-3668,65.34
mp-3676,97.854
mp-3677,173.274
mp-3678,152.051
mp-3686,161.964
mp-3698,52.321
mp-3700,79.743
mp-3701,128.938
mp-3706,201.47
mp-3710,184.167
mp-3716,89.316
mp-3717,188.744
mp-3726,82.351
mp-3731,103.121
mp-3732,179.75
mp-3739,62.416
mp-3744,146.768
mp-3747,158.241
mp-3751,45.26
mp-3758,108.198
mp-3762,43.389
mp-3771,161.087
mp-3791,137.52
mp-3795,68.824
mp-3799,100.481
mp-3804,87.317
mp-3805,224.5
mp-3808,60.113
mp-3821,24.229
mp-3822,60.547
mp-3826,124.834
mp-3829,47.195
mp-3838,71.86
mp-3839,46.028
mp-3854,125.819
mp-3857,66.543
mp-3862,59.086
mp-3871,134.1
mp-3881,57.665
mp-3887,98.991
mp-3889,45.442
mp-3895,156.376
mp-3901,106.12
mp-3909,162.789
mp-3917,99.731
mp-3923,197.985
mp-3924,156.667
mp-3927,60.978
mp-3931,101.622
mp-3933,149.391
mp-3934,78.018
mp-3938,126.096
mp-3942,113.153
mp-3952,113.773
mp-3953,75.231
mp-3958,175.465
mp-3960,137.995
mp-3962,104.626
mp-3963,27.466
mp-3970,27.845
mp-3982,34.178
mp-3991,255.507
mp-3992,96.139
mp-4001,48.992
mp-4006,141.94
mp-4007,147.126
mp-4008,59.569
mp-4009,39.963
mp-4013,134.593
mp-4014,108.486
mp-4019,172.274
mp-4022,167.087
mp-4025,91.824
mp-4026,55.286
mp-4030,22.197
mp-4037,170.384
mp-4043,33.566
mp-4047,16.017
mp-4054,96.501
mp-4056,144.156
mp-4064,105.433
mp-4065,175.786
mp-4071,194.285
mp-4072,143.09
mp-4073,152.954
mp-4075,79.598
mp-4076,141.89
mp-4079,100.358
mp-4081,41.99
mp-4088,114.246
mp-4090,143.283
mp-4091,278.976
mp-4104,138.301
mp-4105,113.63
mp-4109,76.622
mp-4112,23.802
mp-4117,78.037
mp-4120,64.433
mp-4124,69.862
mp-4126,134.466
mp-4131,154.927
mp-4138,24.861
mp-4148,133.284
mp-4156,100.625
mp-4157,31.616
mp-4171,111.364
mp-4174,92.38
mp-4175,64.548
mp-4177,155.661
mp-4181,132.588
mp-4192,59.9
mp-4195,108.431
mp-4196,113.322
mp-4200,149.784
mp-4202,84.0
mp-4206,117.844
mp-4226,64.206
mp-4228,120.144
mp-4229,81.818
mp-4230,97.309
mp-4236,82.555
mp-4238,159.384
mp-4243,154.842
mp-4248,164.762
mp-4250,130.983
mp-4251,100.522
mp-4259,73.576
mp-4262,140.226
mp-4275,127.742
